tract_fips,tract_name,town,county,town_fips
09009352000,3520,Waterbury,New Haven,0900980070
09009352100,3521,Waterbury,New Haven,0900980070
09009352200,3522,Waterbury,New Haven,0900980070
09009352300,3523,Waterbury,New Haven,0900980070
09009352400,3524,Waterbury,New Haven,0900980070
09009150200,1502,Milford,New Haven,0900947535
09009150400,1504,Milford,New Haven,0900947535
09009184500,1845,Branford,New Haven,0900907310
09009184600,1846,Branford,New Haven,0900907310
09009184700,1847,Branford,New Haven,0900907310
09009184100,1841,Branford,New Haven,0900907310
09009170500,1705,Meriden,New Haven,0900946520
09009351602,3516.02,Waterbury,New Haven,0900980070
09009343200,3432,Cheshire,New Haven,0900914160
09009343300,3433,Cheshire,New Haven,0900914160
09009343400,3434,Cheshire,New Haven,0900914160
09009175300,1753,Wallingford,New Haven,0900978740
09009175900,1759,Wallingford,New Haven,0900978740
09009350100,3501,Waterbury,New Haven,0900980070
09009350200,3502,Waterbury,New Haven,0900980070
09009350300,3503,Waterbury,New Haven,0900980070
09009171700,1717,Meriden,New Haven,0900946520
09009175800,1758,Wallingford,New Haven,0900978740
09009344100,3441,Middlebury,New Haven,0900946940
09009344200,3442,Middlebury,New Haven,0900946940
09009150300,1503,Milford,New Haven,0900947535
09009150600,1506,Milford,New Haven,0900947535
09009150700,1507,Milford,New Haven,0900947535
09009352500,3525,Waterbury,New Haven,0900980070
09009352600,3526,Waterbury,New Haven,0900980070
09009352800,3528,Waterbury,New Haven,0900980070
09009154100,1541,West Haven,New Haven,0900982870
09009150500,1505,Milford,New Haven,0900947535
09009150900,1509,Milford,New Haven,0900947535
09009151000,1510,Milford,New Haven,0900947535
09009151100,1511,Milford,New Haven,0900947535
09009154500,1545,West Haven,New Haven,0900982870
09009154700,1547,West Haven,New Haven,0900982870
09009154800,1548,West Haven,New Haven,0900982870
09009155000,1550,West Haven,New Haven,0900982870
09009155100,1551,West Haven,New Haven,0900982870
09009184300,1843,Branford,New Haven,0900907310
09009120100,1201,Derby,New Haven,0900919550
09009120200,1202,Derby,New Haven,0900919550
09009157300,1573,Orange,New Haven,0900957600
09009142700,1427,New Haven,New Haven,0900952070
09009180100,1801,East Haven,New Haven,0900922910
09009180200,1802,East Haven,New Haven,0900922910
09009150800,1508,Milford,New Haven,0900947535
09009151200,1512,Milford,New Haven,0900947535
09009345100,3451,Naugatuck,New Haven,0900949950
09009345201,3452.01,Naugatuck,New Haven,0900949950
09009345202,3452.02,Naugatuck,New Haven,0900949950
09009345300,3453,Naugatuck,New Haven,0900949950
09009140100,1401,New Haven,New Haven,0900952070
09009345400,3454,Naugatuck,New Haven,0900949950
09009154200,1542,West Haven,New Haven,0900982870
09009154600,1546,West Haven,New Haven,0900982870
09009154900,1549,West Haven,New Haven,0900982870
09009361100,3611,Wolcott,New Haven,0900987560
09009990000,9900,County subdivisions not defined,,0900900000
09009361200,3612,Wolcott,New Haven,0900987560
09009361300,3613,Wolcott,New Haven,0900987560
09009160100,1601,Woodbridge,New Haven,0900987700
09009160200,1602,Woodbridge,New Haven,0900987700
09009343102,3431.02,Cheshire,New Haven,0900914160
09009142604,1426.04,New Haven,New Haven,0900952070
09009130102,1301.02,Seymour,New Haven,0900967610
09009180300,1803,East Haven,New Haven,0900922910
09009180400,1804,East Haven,New Haven,0900922910
09009180500,1805,East Haven,New Haven,0900922910
09009180601,1806.01,East Haven,New Haven,0900922910
09009180602,1806.02,East Haven,New Haven,0900922910
09009190301,1903.01,Guilford,New Haven,0900934950
09009190302,1903.02,Guilford,New Haven,0900934950
09009140200,1402,New Haven,New Haven,0900952070
09009140300,1403,New Haven,New Haven,0900952070
09009140500,1405,New Haven,New Haven,0900952070
09009140600,1406,New Haven,New Haven,0900952070
09009140700,1407,New Haven,New Haven,0900952070
09009140800,1408,New Haven,New Haven,0900952070
09009140900,1409,New Haven,New Haven,0900952070
09009141000,1410,New Haven,New Haven,0900952070
09009130101,1301.01,Seymour,New Haven,0900967610
09009361402,3614.02,New Haven,New Haven,0900952070
09009348122,3481.22,Southbury,New Haven,0900969640
09009348123,3481.23,Southbury,New Haven,0900969640
09009348124,3481.24,Southbury,New Haven,0900969640
09009348125,3481.25,Southbury,New Haven,0900969640
09009361401,3614.01,New Haven,New Haven,0900952070
09009142603,1426.03,New Haven,New Haven,0900952070
09009361500,3615,West Haven,New Haven,0900982870
09009190303,1903.03,Guilford,New Haven,0900934950
09009194201,1942.01,Madison,New Haven,0900944560
09009141300,1413,New Haven,New Haven,0900952070
09009141500,1415,New Haven,New Haven,0900952070
09009142500,1425,New Haven,New Haven,0900952070
09009165100,1651,Hamden,New Haven,0900935650
09009141100,1411,New Haven,New Haven,0900952070
09001071000,710,Bridgeport,Fairfield,0900108070
09001071100,711,Bridgeport,Fairfield,0900108070
09001071200,712,Bridgeport,Fairfield,0900108070
09001071300,713,Bridgeport,Fairfield,0900108070
09001071400,714,Bridgeport,Fairfield,0900108070
09001071600,716,Bridgeport,Fairfield,0900108070
09001071900,719,Bridgeport,Fairfield,0900108070
09001044100,441,Norwalk,Fairfield,0900156060
09001044200,442,Norwalk,Fairfield,0900156060
09001044300,443,Norwalk,Fairfield,0900156060
09001044400,444,Norwalk,Fairfield,0900156060
09001044500,445,Norwalk,Fairfield,0900156060
09001044600,446,Norwalk,Fairfield,0900156060
09001072000,720,Bridgeport,Fairfield,0900108070
09001072100,721,Bridgeport,Fairfield,0900108070
09001072200,722,Bridgeport,Fairfield,0900108070
09001072300,723,Bridgeport,Fairfield,0900108070
09001072400,724,Bridgeport,Fairfield,0900108070
09001240100,2401,Redding,Fairfield,0900163480
09001240200,2402,Redding,Fairfield,0900163480
09001245100,2451,Ridgefield,Fairfield,0900163970
09001245200,2452,Ridgefield,Fairfield,0900163970
09001245300,2453,Ridgefield,Fairfield,0900163970
09001245400,2454,Ridgefield,Fairfield,0900163970
09001245500,2455,Ridgefield,Fairfield,0900163970
09001245600,2456,Ridgefield,Fairfield,0900163970
09001090600,906,Trumbull,Fairfield,0900177200
09001090700,907,Trumbull,Fairfield,0900177200
09001110100,1101,Shelton,Fairfield,0900168170
09001110301,1103.01,Shelton,Fairfield,0900168170
09001110302,1103.02,Shelton,Fairfield,0900168170
09001110400,1104,Shelton,Fairfield,0900168170
09001110202,1102.02,Shelton,Fairfield,0900168170
09001110600,1106,Shelton,Fairfield,0900168170
09001257100,2571,Sherman,Fairfield,0900168310
09001020100,201,Stamford,Fairfield,0900173070
09001020200,202,Stamford,Fairfield,0900173070
09001020300,203,Stamford,Fairfield,0900173070
09001020400,204,Stamford,Fairfield,0900173070
09001072500,725,Bridgeport,Fairfield,0900108070
09001072600,726,Bridgeport,Fairfield,0900108070
09001072700,727,Bridgeport,Fairfield,0900108070
09001072800,728,Bridgeport,Fairfield,0900108070
09001072900,729,Bridgeport,Fairfield,0900108070
09001020500,205,Stamford,Fairfield,0900173070
09001020600,206,Stamford,Fairfield,0900173070
09001020700,207,Stamford,Fairfield,0900173070
09001020800,208,Stamford,Fairfield,0900173070
09001020900,209,Stamford,Fairfield,0900173070
09001021000,210,Stamford,Fairfield,0900173070
09001021100,211,Stamford,Fairfield,0900173070
09001021200,212,Stamford,Fairfield,0900173070
09001021300,213,Stamford,Fairfield,0900173070
09001021400,214,Stamford,Fairfield,0900173070
09001073000,730,Bridgeport,Fairfield,0900108070
09001073100,731,Bridgeport,Fairfield,0900108070
09001073200,732,Bridgeport,Fairfield,0900108070
09001073300,733,Bridgeport,Fairfield,0900108070
09001073400,734,Bridgeport,Fairfield,0900108070
09001073500,735,Bridgeport,Fairfield,0900108070
09001073600,736,Bridgeport,Fairfield,0900108070
09001021801,218.01,Stamford,Fairfield,0900173070
09001021500,215,Stamford,Fairfield,0900173070
09001021600,216,Stamford,Fairfield,0900173070
09001021802,218.02,Stamford,Fairfield,0900173070
09001021700,217,Stamford,Fairfield,0900173070
09001073700,737,Bridgeport,Fairfield,0900108070
09001073800,738,Bridgeport,Fairfield,0900108070
09001073900,739,Bridgeport,Fairfield,0900108070
09001074000,740,Bridgeport,Fairfield,0900108070
09001074300,743,Bridgeport,Fairfield,0900108070
09001074400,744,Bridgeport,Fairfield,0900108070
09001090400,904,Trumbull,Fairfield,0900177200
09001090500,905,Trumbull,Fairfield,0900177200
09001205100,2051,Brookfield,Fairfield,0900108980
09001205200,2052,Brookfield,Fairfield,0900108980
09001205300,2053,Brookfield,Fairfield,0900108980
09001210100,2101,Danbury,Fairfield,0900118500
09001210200,2102,Danbury,Fairfield,0900118500
09001021900,219,Stamford,Fairfield,0900173070
09001022000,220,Stamford,Fairfield,0900173070
09001022100,221,Stamford,Fairfield,0900173070
09001022200,222,Stamford,Fairfield,0900173070
09001022300,223,Stamford,Fairfield,0900173070
09001022400,224,Stamford,Fairfield,0900173070
09003515102,5151.02,Manchester,Hartford,0900344700
09003515200,5152,Manchester,Hartford,0900344700
09003514300,5143,Manchester,Hartford,0900344700
09003514400,5144,Manchester,Hartford,0900344700
09003514500,5145,Manchester,Hartford,0900344700
09003473800,4738,Windsor,Hartford,0900387000
09003476100,4761,Windsor Locks,Hartford,0900387070
09003476200,4762,Windsor Locks,Hartford,0900387070
09003460204,4602.04,Farmington,Hartford,0900327600
09003405402,4054.02,Bristol,Hartford,0900308490
09003405401,4054.01,Bristol,Hartford,0900308490
09003410101,4101.01,Burlington,Hartford,0900310100
09003410102,4101.02,Burlington,Hartford,0900310100
09003514600,5146,Manchester,Hartford,0900344700
09003514700,5147,Manchester,Hartford,0900344700
09003514800,5148,Manchester,Hartford,0900344700
09003514900,5149,Manchester,Hartford,0900344700
09003524100,5241,Marlborough,Hartford,0900345820
09003415300,4153,New Britain,Hartford,0900350440
09003460203,4602.03,Farmington,Hartford,0900327600
09003487201,4872.01,South Windsor,Hartford,0900371390
09003487202,4872.02,South Windsor,Hartford,0900371390
09003514101,5141.01,Manchester,Hartford,0900344700
09003514102,5141.02,Manchester,Hartford,0900344700
09011716102,7161.02,East Lyme,New London,0901123400
09011716101,7161.01,East Lyme,New London,0901123400
09011990100,9901,County subdivisions not defined,,0901100000
09011713100,7131,Bozrah,New London,0901106820
09011714101,7141.01,Colchester,New London,0901115910
09011712100,7121,Franklin,New London,0901129910
09011709100,7091,Griswold,New London,0901133900
09011709200,7092,Griswold,New London,0901133900
09011702100,7021,Groton,New London,0901134250
09011702700,7027,Groton,New London,0901134250
09011702800,7028,Groton,New London,0901134250
09011702900,7029,Groton,New London,0901134250
09011980000,9800,Groton,New London,0901134250
09011702300,7023,Groton,New London,0901134250
09011702400,7024,Groton,New London,0901134250
09011702500,7025,Groton,New London,0901134250
09011702600,7026,Groton,New London,0901134250
09011703000,7030,Groton,New London,0901134250
09011870100,8701,Lebanon,New London,0901142390
09011701100,7011,Ledyard,New London,0901142600
09011701200,7012,Ledyard,New London,0901142600
09011710100,7101,Lisbon,New London,0901143230
09011650100,6501,Lyme,New London,0901144210
09011695201,6952.01,Montville,New London,0901148900
09011695202,6952.02,Montville,New London,0901148900
09011690300,6903,New London,New London,0901152350
09011690400,6904,New London,New London,0901152350
09011690500,6905,New London,New London,0901152350
09011690700,6907,New London,New London,0901152350
09011690800,6908,New London,New London,0901152350
09011690900,6909,New London,New London,0901152350
09011707100,7071,North Stonington,New London,0901155500
09011696100,6961,Norwich,New London,0901156270
09011696200,6962,Norwich,New London,0901156270
09011696300,6963,Norwich,New London,0901156270
09011696400,6964,Norwich,New London,0901156270
09011696500,6965,Norwich,New London,0901156270
09011696600,6966,Norwich,New London,0901156270
09011696700,6967,Norwich,New London,0901156270
09011696800,6968,Norwich,New London,0901156270
09011697000,6970,Norwich,New London,0901156270
09011660101,6601.01,Old Lyme,New London,0901157040
09011660102,6601.02,Old Lyme,New London,0901157040
09011700100,7001,Preston,New London,0901162150
09011715100,7151,Salem,New London,0901166210
09011711100,7111,Sprague,New London,0901171670
09011705200,7052,Stonington,New London,0901173770
09011705300,7053,Stonington,New London,0901173770
09011705400,7054,Stonington,New London,0901173770
09011708100,7081,Voluntown,New London,0901178600
09011693300,6933,Waterford,New London,0901180280
09011693400,6934,Waterford,New London,0901180280
09011693500,6935,Waterford,New London,0901180280
09011693600,6936,Waterford,New London,0901180280
09011693700,6937,Waterford,New London,0901180280
09011870704,8707.04,East Lyme,New London,0901123400
09011870703,8707.03,East Lyme,New London,0901123400
09011870701,8707.01,East Lyme,New London,0901123400
09011870502,8705.02,Montville,New London,0901148900
09011870501,8705.01,Montville,New London,0901148900
09011705102,7051.02,Stonington,New London,0901173770
09011714104,7141.04,Colchester,New London,0901115910
09011714103,7141.03,Colchester,New London,0901115910
09011705101,7051.01,Stonington,New London,0901173770
09011870300,8703,New London,New London,0901152350
09011870200,8702,Groton,New London,0901134250
09013528100,5281,Andover,Tolland,0901301080
09013529100,5291,Bolton,Tolland,0901306260
09013530500,5305,Vernon,Tolland,0901378250
09013530600,5306,Vernon,Tolland,0901378250
09013860100,8601,Columbia,Tolland,0901316400
09013850100,8501,Coventry,Tolland,0901317800
09013850200,8502,Coventry,Tolland,0901317800
09013535100,5351,Ellington,Tolland,0901325360
09013535200,5352,Ellington,Tolland,0901325360
09013881100,8811,Mansfield,Tolland,0901344910
09013881300,8813,Mansfield,Tolland,0901344910
09013881500,8815,Mansfield,Tolland,0901344910
09013881200,8812,Mansfield,Tolland,0901344910
09013538100,5381,Somers,Tolland,0901369220
09013538201,5382.01,Somers,Tolland,0901369220
09013538202,5382.02,Somers,Tolland,0901369220
09013890100,8901,Stafford,Tolland,0901372090
09013533101,5331.01,Tolland,Tolland,0901376290
09013533102,5331.02,Tolland,Tolland,0901376290
09013530100,5301,Vernon,Tolland,0901378250
09015830100,8301,Ashford,Windham,0901501430
09015905100,9051,Brooklyn,Windham,0901509190
09015906100,9061,Canterbury,Windham,0901512130
09015815000,8150,Chaplin,Windham,0901513810
09015902200,9022,Eastford,Windham,0901521860
09015820000,8200,Hampton,Windham,0901536000
09015904100,9041,Killingly,Windham,0901540500
09015904400,9044,Killingly,Windham,0901540500
09015904500,9045,Killingly,Windham,0901540500
09015907100,9071,Plainfield,Windham,0901559980
09015907200,9072,Plainfield,Windham,0901559980
09015907300,9073,Plainfield,Windham,0901559980
09015902500,9025,Pomfret,Windham,0901561030
09015903100,9031,Putnam,Windham,0901562710
09015903200,9032,Putnam,Windham,0901562710
09015825000,8250,Scotland,Windham,0901567400
09015908100,9081,Sterling,Windham,0901573420
09015900100,9001,Thompson,Windham,0901575870
09015900200,9002,Thompson,Windham,0901575870
09015800400,8004,Windham,Windham,0901586790
09015800500,8005,Windham,Windham,0901586790
09015800300,8003,Windham,Windham,0901586790
09015901100,9011,Woodstock,Windham,0901588190
09015800700,8007,Windham,Windham,0901586790
09015800600,8006,Windham,Windham,0901586790
09009141200,1412,New Haven,New Haven,0900952070
09009141400,1414,New Haven,New Haven,0900952070
09009141600,1416,New Haven,New Haven,0900952070
09009141800,1418,New Haven,New Haven,0900952070
09009141900,1419,New Haven,New Haven,0900952070
09009142000,1420,New Haven,New Haven,0900952070
09009165200,1652,Hamden,New Haven,0900935650
09009165300,1653,Hamden,New Haven,0900935650
09009165400,1654,Hamden,New Haven,0900935650
09009165500,1655,Hamden,New Haven,0900935650
09009165600,1656,Hamden,New Haven,0900935650
09009142100,1421,New Haven,New Haven,0900952070
09009142200,1422,New Haven,New Haven,0900952070
09009142300,1423,New Haven,New Haven,0900952070
09009142400,1424,New Haven,New Haven,0900952070
09009142601,1426.01,New Haven,New Haven,0900952070
09009186100,1861,North Branford,New Haven,0900953890
09009186200,1862,North Branford,New Haven,0900953890
09009167100,1671,North Haven,New Haven,0900954870
09009167202,1672.02,North Haven,New Haven,0900954870
09009165700,1657,Hamden,New Haven,0900935650
09009165801,1658.01,Hamden,New Haven,0900935650
09009167201,1672.01,North Haven,New Haven,0900954870
09009165802,1658.02,Hamden,New Haven,0900935650
09009165900,1659,Hamden,New Haven,0900935650
09009350400,3504,Waterbury,New Haven,0900980070
09009350500,3505,Waterbury,New Haven,0900980070
09009350800,3508,Waterbury,New Haven,0900980070
09009350900,3509,Waterbury,New Haven,0900980070
09009351000,3510,Waterbury,New Haven,0900980070
09009166001,1660.01,Hamden,New Haven,0900935650
09009166002,1660.02,Hamden,New Haven,0900935650
09009194202,1942.02,Madison,New Haven,0900944560
09009170100,1701,Meriden,New Haven,0900946520
09009170300,1703,Meriden,New Haven,0900946520
09009343101,3431.01,Cheshire,New Haven,0900914160
09009170400,1704,Meriden,New Haven,0900946520
09009170600,1706,Meriden,New Haven,0900946520
09009352701,3527.01,Waterbury,New Haven,0900980070
09009351100,3511,Waterbury,New Haven,0900980070
09009351200,3512,Waterbury,New Haven,0900980070
09009351300,3513,Waterbury,New Haven,0900980070
09009351400,3514,Waterbury,New Haven,0900980070
09001070200,702,Bridgeport,Fairfield,0900108070
09001070300,703,Bridgeport,Fairfield,0900108070
09001070400,704,Bridgeport,Fairfield,0900108070
09001070500,705,Bridgeport,Fairfield,0900108070
09001070600,706,Bridgeport,Fairfield,0900108070
09001070900,709,Bridgeport,Fairfield,0900108070
09001043700,437,Norwalk,Fairfield,0900156060
09001043800,438,Norwalk,Fairfield,0900156060
09001043900,439,Norwalk,Fairfield,0900156060
09001044000,440,Norwalk,Fairfield,0900156060
09003462101,4621.01,Avon,Hartford,0900302060
09003462102,4621.02,Avon,Hartford,0900302060
09003462201,4622.01,Avon,Hartford,0900302060
09003462202,4622.02,Avon,Hartford,0900302060
09003400100,4001,Berlin,Hartford,0900304300
09003400200,4002,Berlin,Hartford,0900304300
09003400300,4003,Berlin,Hartford,0900304300
09003471100,4711,Bloomfield,Hartford,0900305910
09003471200,4712,Bloomfield,Hartford,0900305910
09003471300,4713,Bloomfield,Hartford,0900305910
09003415400,4154,New Britain,Hartford,0900350440
09003415500,4155,New Britain,Hartford,0900350440
09003415600,4156,New Britain,Hartford,0900350440
09003415700,4157,New Britain,Hartford,0900350440
09003415800,4158,New Britain,Hartford,0900350440
09003415900,4159,New Britain,Hartford,0900350440
09003416000,4160,New Britain,Hartford,0900350440
09003520302,5203.02,Glastonbury,Hartford,0900331240
09003980000,9800,Windsor Locks,Hartford,0900387070
09003524502,5245.02,Hartford,Hartford,0900337070
09003524501,5245.01,Hartford,Hartford,0900337070
09003471400,4714,Bloomfield,Hartford,0900305910
09003471500,4715,Bloomfield,Hartford,0900305910
09003405100,4051,Bristol,Hartford,0900308490
09003405200,4052,Bristol,Hartford,0900308490
09003405300,4053,Bristol,Hartford,0900308490
09003405500,4055,Bristol,Hartford,0900308490
09003416100,4161,New Britain,Hartford,0900350440
09003416200,4162,New Britain,Hartford,0900350440
09003416300,4163,New Britain,Hartford,0900350440
09003520301,5203.01,Glastonbury,Hartford,0900331240
09003524300,5243,Enfield,Hartford,0900325990
09003524200,5242,Rocky Hill,Hartford,0900365370
09003524700,5247,Hartford,Hartford,0900337070
09003524400,5244,Hartford,Hartford,0900337070
09003524600,5246,Hartford,Hartford,0900337070
09003405600,4056,Bristol,Hartford,0900308490
09003405700,4057,Bristol,Hartford,0900308490
09003405800,4058,Bristol,Hartford,0900308490
09003405900,4059,Bristol,Hartford,0900308490
09003416400,4164,New Britain,Hartford,0900350440
09003416500,4165,New Britain,Hartford,0900350440
09003416600,4166,New Britain,Hartford,0900350440
09003416700,4167,New Britain,Hartford,0900350440
09003416800,4168,New Britain,Hartford,0900350440
09003406001,4060.01,Bristol,Hartford,0900308490
09003406002,4060.02,Bristol,Hartford,0900308490
09003406100,4061,Bristol,Hartford,0900308490
09003420500,4205,Plainville,Hartford,0900360120
09003464101,4641.01,Canton,Hartford,0900312270
09003464102,4641.02,Canton,Hartford,0900312270
09003470100,4701,East Granby,Hartford,0900322070
09003473502,4735.02,Windsor,Hartford,0900387000
09003476300,4763,Windsor Locks,Hartford,0900387070
09003417100,4171,New Britain,Hartford,0900350440
09003417200,4172,New Britain,Hartford,0900350440
09003417300,4173,New Britain,Hartford,0900350440
09003417400,4174,New Britain,Hartford,0900350440
09003417500,4175,New Britain,Hartford,0900350440
09003492600,4926,Wethersfield,Hartford,0900384900
09003510100,5101,East Hartford,Hartford,0900322630
09003510200,5102,East Hartford,Hartford,0900322630
09003510300,5103,East Hartford,Hartford,0900322630
09003510400,5104,East Hartford,Hartford,0900322630
09003510500,5105,East Hartford,Hartford,0900322630
09003510600,5106,East Hartford,Hartford,0900322630
09003494100,4941,Newington,Hartford,0900352140
09003494201,4942.01,Newington,Hartford,0900352140
09003494202,4942.02,Newington,Hartford,0900352140
09003494300,4943,Newington,Hartford,0900352140
