tract_fips,tract_name,town,county,town_fips
09003494400,4944,Newington,Hartford,0900352140
09003510700,5107,East Hartford,Hartford,0900322630
09003510800,5108,East Hartford,Hartford,0900322630
09003510900,5109,East Hartford,Hartford,0900322630
09003511000,5110,East Hartford,Hartford,0900322630
09003511100,5111,East Hartford,Hartford,0900322630
09003511200,5112,East Hartford,Hartford,0900322630
09003494500,4945,Newington,Hartford,0900352140
09003494600,4946,Newington,Hartford,0900352140
09003420400,4204,Plainville,Hartford,0900360120
09003420600,4206,Plainville,Hartford,0900360120
09003420700,4207,Plainville,Hartford,0900360120
09003430201,4302.01,Southington,Hartford,0900370550
09003430601,4306.01,Southington,Hartford,0900370550
09003511300,5113,East Hartford,Hartford,0900322630
09003511400,5114,East Hartford,Hartford,0900322630
09003484100,4841,East Windsor,Hartford,0900324800
09003484200,4842,East Windsor,Hartford,0900324800
09003480300,4803,Enfield,Hartford,0900325990
09003480500,4805,Enfield,Hartford,0900325990
09003480800,4808,Enfield,Hartford,0900325990
09003480900,4809,Enfield,Hartford,0900325990
09003481000,4810,Enfield,Hartford,0900325990
09003490100,4901,Rocky Hill,Hartford,0900365370
09003490302,4903.02,Rocky Hill,Hartford,0900365370
09003460302,4603.02,Farmington,Hartford,0900327600
09003466101,4661.01,Simsbury,Hartford,0900368940
09003466102,4661.02,Simsbury,Hartford,0900368940
09003466201,4662.01,Simsbury,Hartford,0900368940
09003466202,4662.02,Simsbury,Hartford,0900368940
09003466300,4663,Simsbury,Hartford,0900368940
09003466400,4664,Simsbury,Hartford,0900368940
09003481200,4812,Enfield,Hartford,0900325990
09003481300,4813,Enfield,Hartford,0900325990
09003480400,4804,Enfield,Hartford,0900325990
09003481100,4811,Enfield,Hartford,0900325990
09003480600,4806,Enfield,Hartford,0900325990
09003480700,4807,Enfield,Hartford,0900325990
09003430100,4301,Southington,Hartford,0900370550
09003430202,4302.02,Southington,Hartford,0900370550
09003430203,4302.03,Southington,Hartford,0900370550
09003430301,4303.01,Southington,Hartford,0900370550
09003430302,4303.02,Southington,Hartford,0900370550
09003430400,4304,Southington,Hartford,0900370550
09003430500,4305,Southington,Hartford,0900370550
09003430602,4306.02,Southington,Hartford,0900370550
09009170700,1707,Meriden,New Haven,0900946520
09009170800,1708,Meriden,New Haven,0900946520
09009170900,1709,Meriden,New Haven,0900946520
09009171000,1710,Meriden,New Haven,0900946520
09009171100,1711,Meriden,New Haven,0900946520
09009351500,3515,Waterbury,New Haven,0900980070
09009346102,3461.02,Oxford,New Haven,0900958300
09009352702,3527.02,Waterbury,New Haven,0900980070
09009351700,3517,Waterbury,New Haven,0900980070
09009351800,3518,Waterbury,New Haven,0900980070
09009125400,1254,Ansonia,New Haven,0900901220
09009341100,3411,Beacon Falls,New Haven,0900903250
09009161100,1611,Bethany,New Haven,0900904580
09009184200,1842,Branford,New Haven,0900907310
09009184400,1844,Branford,New Haven,0900907310
09009130200,1302,Seymour,New Haven,0900967610
09009170200,1702,Meriden,New Haven,0900946520
09009348111,3481.11,Southbury,New Haven,0900969640
09009175400,1754,Wallingford,New Haven,0900978740
09009175500,1755,Wallingford,New Haven,0900978740
09009175600,1756,Wallingford,New Haven,0900978740
09009175700,1757,Wallingford,New Haven,0900978740
09009176000,1760,Wallingford,New Haven,0900978740
09009175100,1751,Wallingford,New Haven,0900978740
09009175200,1752,Wallingford,New Haven,0900978740
09003501800,5018,Hartford,Hartford,0900337070
09003502100,5021,Hartford,Hartford,0900337070
09003502300,5023,Hartford,Hartford,0900337070
09003502400,5024,Hartford,Hartford,0900337070
09003502500,5025,Hartford,Hartford,0900337070
09003502600,5026,Hartford,Hartford,0900337070
09003496800,4968,West Hartford,Hartford,0900382590
09003496900,4969,West Hartford,Hartford,0900382590
09003497000,4970,West Hartford,Hartford,0900382590
09003497100,4971,West Hartford,Hartford,0900382590
09003497200,4972,West Hartford,Hartford,0900382590
09003502700,5027,Hartford,Hartford,0900337070
09003502800,5028,Hartford,Hartford,0900337070
09003502900,5029,Hartford,Hartford,0900337070
09003503000,5030,Hartford,Hartford,0900337070
09003503100,5031,Hartford,Hartford,0900337070
09003503300,5033,Hartford,Hartford,0900337070
09003503500,5035,Hartford,Hartford,0900337070
09003503700,5037,Hartford,Hartford,0900337070
09003503800,5038,Hartford,Hartford,0900337070
09003497300,4973,West Hartford,Hartford,0900382590
09003497400,4974,West Hartford,Hartford,0900382590
09003497500,4975,West Hartford,Hartford,0900382590
09003497600,4976,West Hartford,Hartford,0900382590
09005253600,2536,New Milford,Litchfield,0900552630
09005290100,2901,Barkhamsted,Litchfield,0900502760
09005320100,3201,Winchester,Litchfield,0900586440
09005342100,3421,Bethlehem,Litchfield,0900504930
09005250100,2501,Bridgewater,Litchfield,0900508210
09005253400,2534,New Milford,Litchfield,0900552630
09005293100,2931,Colebrook,Litchfield,0900516050
09005263200,2632,Cornwall,Litchfield,0900517240
09005296100,2961,Goshen,Litchfield,0900532290
09005298300,2983,Harwinton,Litchfield,0900537280
09005298400,2984,Harwinton,Litchfield,0900537280
09005310801,3108.01,Torrington,Litchfield,0900576570
09005266100,2661,Kent,Litchfield,0900540290
09005300100,3001,Litchfield,Litchfield,0900543370
09005300400,3004,Litchfield,Litchfield,0900543370
09003503900,5039,Hartford,Hartford,0900337070
09003504000,5040,Hartford,Hartford,0900337070
09003504100,5041,Hartford,Hartford,0900337070
09003504200,5042,Hartford,Hartford,0900337070
09003504300,5043,Hartford,Hartford,0900337070
09003504500,5045,Hartford,Hartford,0900337070
09003497700,4977,West Hartford,Hartford,0900382590
09003492100,4921,Wethersfield,Hartford,0900384900
09003492200,4922,Wethersfield,Hartford,0900384900
09003492300,4923,Wethersfield,Hartford,0900384900
09003492400,4924,Wethersfield,Hartford,0900384900
09005300500,3005,Litchfield,Litchfield,0900543370
09005303100,3031,Morris,Litchfield,0900549460
09005306100,3061,New Hartford,Litchfield,0900551350
09005310602,3106.02,Torrington,Litchfield,0900576570
09005253200,2532,New Milford,Litchfield,0900552630
09005253300,2533,New Milford,Litchfield,0900552630
09005253500,2535,New Milford,Litchfield,0900552630
09005253100,2531,New Milford,Litchfield,0900552630
09005260200,2602,North Canaan,Litchfield,0900554030
09005425300,4253,Plymouth,Litchfield,0900560750
09005425400,4254,Plymouth,Litchfield,0900560750
09005425500,4255,Plymouth,Litchfield,0900560750
09005268100,2681,Roxbury,Litchfield,0900565930
09005261100,2611,Salisbury,Litchfield,0900566420
09005262100,2621,Sharon,Litchfield,0900567960
09005349100,3491,Thomaston,Litchfield,0900575730
09005349200,3492,Thomaston,Litchfield,0900575730
09005310100,3101,Torrington,Litchfield,0900576570
09003504800,5048,Hartford,Hartford,0900337070
09003504900,5049,Hartford,Hartford,0900337070
09003330100,3301,Hartland,Hartford,0900337140
09003514200,5142,Manchester,Hartford,0900344700
09003515000,5150,Manchester,Hartford,0900344700
09003515101,5151.01,Manchester,Hartford,0900344700
09003492500,4925,Wethersfield,Hartford,0900384900
09003473100,4731,Windsor,Hartford,0900387000
09003473400,4734,Windsor,Hartford,0900387000
09003473501,4735.01,Windsor,Hartford,0900387000
09003473601,4736.01,Windsor,Hartford,0900387000
09003473602,4736.02,Windsor,Hartford,0900387000
09003473700,4737,Windsor,Hartford,0900387000
09005310200,3102,Torrington,Litchfield,0900576570
09005310300,3103,Torrington,Litchfield,0900576570
09005310400,3104,Torrington,Litchfield,0900576570
09005310500,3105,Torrington,Litchfield,0900576570
09005310601,3106.01,Torrington,Litchfield,0900576570
09005310700,3107,Torrington,Litchfield,0900576570
09005265100,2651,Warren,Litchfield,0900579510
09005267100,2671,Washington,Litchfield,0900579720
09005360100,3601,Watertown,Litchfield,0900580490
09005360200,3602,Watertown,Litchfield,0900580490
09005360300,3603,Watertown,Litchfield,0900580490
09005360400,3604,Watertown,Litchfield,0900580490
09005320200,3202,Winchester,Litchfield,0900586440
09005362101,3621.01,Woodbury,Litchfield,0900587910
09005362102,3621.02,Woodbury,Litchfield,0900587910
09005310803,3108.03,Torrington,Litchfield,0900576570
09005310804,3108.04,Torrington,Litchfield,0900576570
09005425600,4256,Canaan,Litchfield,0900510940
09001060500,605,Fairfield,Fairfield,0900126620
09001060600,606,Fairfield,Fairfield,0900126620
09001060700,607,Fairfield,Fairfield,0900126620
09001060800,608,Fairfield,Fairfield,0900126620
09001060900,609,Fairfield,Fairfield,0900126620
09001061000,610,Fairfield,Fairfield,0900126620
09001061100,611,Fairfield,Fairfield,0900126620
09001061200,612,Fairfield,Fairfield,0900126620
09001050400,504,Westport,Fairfield,0900183500
09001045102,451.02,Wilton,Fairfield,0900186370
09001050500,505,Westport,Fairfield,0900183500
09001050600,506,Westport,Fairfield,0900183500
09001045101,451.01,Wilton,Fairfield,0900186370
09001045200,452,Wilton,Fairfield,0900186370
09001045300,453,Wilton,Fairfield,0900186370
09001045400,454,Wilton,Fairfield,0900186370
09001230502,2305.02,Newtown,Fairfield,0900152980
09001230501,2305.01,Newtown,Fairfield,0900152980
09001210702,2107.02,Danbury,Fairfield,0900118500
09001210701,2107.01,Danbury,Fairfield,0900118500
09001061300,613,Fairfield,Fairfield,0900126620
09001061400,614,Fairfield,Fairfield,0900126620
09001061500,615,Fairfield,Fairfield,0900126620
09001061600,616,Fairfield,Fairfield,0900126620
09001010101,101.01,Greenwich,Fairfield,0900133620
09001010102,101.02,Greenwich,Fairfield,0900133620
09001010201,102.01,Greenwich,Fairfield,0900133620
09001257200,2572,Bridgeport,Fairfield,0900108070
09001010202,102.02,Greenwich,Fairfield,0900133620
09001010300,103,Greenwich,Fairfield,0900133620
09001010400,104,Greenwich,Fairfield,0900133620
09001010500,105,Greenwich,Fairfield,0900133620
09001010600,106,Greenwich,Fairfield,0900133620
09001010700,107,Greenwich,Fairfield,0900133620
09001010800,108,Greenwich,Fairfield,0900133620
09001010900,109,Greenwich,Fairfield,0900133620
09001011100,111,Greenwich,Fairfield,0900133620
09001011200,112,Greenwich,Fairfield,0900133620
09001011300,113,Greenwich,Fairfield,0900133620
09001100100,1001,Monroe,Fairfield,0900148620
09001100200,1002,Monroe,Fairfield,0900148620
09001100300,1003,Monroe,Fairfield,0900148620
09001110500,1105,Shelton,Fairfield,0900168170
09001035100,351,New Canaan,Fairfield,0900150580
09001035200,352,New Canaan,Fairfield,0900150580
09001035400,354,New Canaan,Fairfield,0900150580
09001220100,2201,New Fairfield,Fairfield,0900150860
09001220200,2202,New Fairfield,Fairfield,0900150860
09001230100,2301,Newtown,Fairfield,0900152980
09001230300,2303,Newtown,Fairfield,0900152980
09001230400,2304,Newtown,Fairfield,0900152980
09001230200,2302,Newtown,Fairfield,0900152980
09001042500,425,Norwalk,Fairfield,0900156060
09001042600,426,Norwalk,Fairfield,0900156060
09001042700,427,Norwalk,Fairfield,0900156060
09001042800,428,Norwalk,Fairfield,0900156060
09001042900,429,Norwalk,Fairfield,0900156060
09001043000,430,Norwalk,Fairfield,0900156060
09001043100,431,Norwalk,Fairfield,0900156060
09001043200,432,Norwalk,Fairfield,0900156060
09001990000,9900,County subdivisions not defined,,0900100000
09001200100,2001,Bethel,Fairfield,0900104720
09001200301,2003.01,Bethel,Fairfield,0900104720
09001200302,2003.02,Bethel,Fairfield,0900104720
09001200200,2002,Bethel,Fairfield,0900104720
09001070100,701,Bridgeport,Fairfield,0900108070
09001043300,433,Norwalk,Fairfield,0900156060
09001043400,434,Norwalk,Fairfield,0900156060
09001043500,435,Norwalk,Fairfield,0900156060
09001043600,436,Norwalk,Fairfield,0900156060
